# Species	Genes	Alg.-Conn.	chengduensis_protein.faa	ludwigii_protein.faa	oligotrophicus_protein.faa	sichuanensis_protein.faa	soli_protein.faa
4	4	0.953	WP_032641472.1	WP_032680672.1	WP_047959002.1	WP_047959002.1	*
4	4	0.953	WP_032643911.1	WP_040018530.1	WP_155030640.1	WP_155030640.1	*
4	4	0.952	*	WP_014170853.1	WP_025758706.1	WP_025758706.1	WP_014070965.1
4	4	0.952	WP_021240310.1	WP_032680849.1	WP_047958832.1	WP_047958832.1	*
4	4	0.951	WP_032640750.1	*	WP_155031227.1	WP_155031227.1	WP_014070368.1
4	4	0.951	WP_077064493.1	WP_020883205.1	WP_025756254.1	WP_025756254.1	*
4	4	0.95	*	WP_040017328.1	WP_155031086.1	WP_155031086.1	WP_014070026.1
4	4	0.95	WP_045890090.1	*	WP_155031221.1	WP_155031221.1	WP_014070351.1
4	4	0.95	WP_072001249.1	WP_020684667.1	WP_020684667.1	WP_020684667.1	*
4	4	0.949	*	WP_040016823.1	WP_095441116.1	WP_095441116.1	WP_014069218.1
4	4	0.949	*	WP_040018760.1	WP_155031781.1	WP_155031781.1	WP_014071877.1
4	4	0.949	WP_032640582.1	WP_020884118.1	WP_155031196.1	WP_155031196.1	*
4	4	0.949	WP_032640718.1	*	WP_155031222.1	WP_155031222.1	WP_014070352.1
4	4	0.949	WP_032641479.1	WP_040017916.1	WP_155031435.1	WP_155031435.1	*
4	4	0.948	WP_023312007.1	WP_014170281.1	WP_025759104.1	WP_025759104.1	*
4	4	0.948	WP_032638695.1	*	WP_104557803.1	WP_104557803.1	WP_014069242.1
4	4	0.947	WP_032640708.1	*	WP_088244206.1	WP_088244206.1	WP_014070348.1
4	4	0.946	*	WP_020883560.1	WP_155031949.1	WP_155031949.1	WP_014071871.1
4	4	0.946	*	WP_040018543.1	WP_094917838.1	WP_094917838.1	WP_014068726.1
4	4	0.946	WP_032640256.1	WP_020884193.1	WP_155031158.1	WP_155031158.1	*
4	4	0.946	WP_086379785.1	WP_088202975.1	WP_095440851.1	WP_095440851.1	*
4	4	0.944	*	WP_020884301.1	WP_047958414.1	WP_047958414.1	WP_014070027.1
4	4	0.943	*	WP_020884177.1	WP_155031167.1	WP_155031167.1	WP_014070250.1
4	4	0.943	WP_032641480.1	WP_040017917.1	WP_155031436.1	WP_155031436.1	*
4	4	0.943	WP_077064340.1	WP_040017398.1	WP_155031126.1	WP_155031126.1	*
4	4	0.942	WP_032639865.1	WP_014169688.1	WP_155031029.1	WP_155031029.1	*
4	4	0.942	WP_032640351.1	WP_014169955.1	WP_094917463.1	WP_094917463.1	*
4	4	0.941	WP_032640483.1	WP_025204317.1	WP_095449812.1	WP_095449812.1	*
4	4	0.941	WP_032641118.1	WP_032680804.1	WP_047958905.1	WP_047958905.1	*
4	4	0.941	WP_032643600.1	WP_032678683.1	WP_025757698.1	WP_025757698.1	*
4	4	0.939	*	WP_014170600.1	WP_155031365.1	WP_155031365.1	WP_014070654.1
4	4	0.937	*	WP_040016821.1	WP_094918515.1	WP_094918515.1	WP_014069217.1
4	4	0.937	WP_077064099.1	*	WP_104557801.1	WP_104557801.1	WP_014069241.1
4	4	0.936	WP_032639143.1	WP_025204600.1	WP_059385902.1	WP_059385902.1	*
4	4	0.936	WP_032640347.1	WP_014169958.1	WP_155031136.1	WP_155031136.1	*
4	4	0.936	WP_032640567.1	WP_040017518.1	WP_155031192.1	WP_155031192.1	*
4	4	0.934	WP_032640584.1	WP_040017523.1	WP_095440649.1	WP_095440649.1	*
4	4	0.933	WP_032644529.1	*	WP_094919586.1	WP_094919586.1	WP_014072055.1
4	4	0.933	WP_077064192.1	WP_040017740.1	WP_155031345.1	WP_155031345.1	*
4	4	0.932	WP_077064338.1	WP_040017414.1	WP_155031135.1	WP_155031135.1	*
4	4	0.931	WP_032638671.1	WP_025204770.1	WP_155030804.1	WP_155030804.1	*
4	4	0.931	WP_032640561.1	WP_014170087.1	WP_155031189.1	WP_155031189.1	*
4	4	0.929	WP_032640335.1	WP_040019024.1	WP_045284328.1	WP_045284328.1	*
4	4	0.929	WP_032640588.1	WP_040017524.1	WP_155031197.1	WP_155031197.1	*
4	4	0.928	WP_032639751.1	WP_040017214.1	WP_025758186.1	WP_025758186.1	*
4	4	0.927	*	WP_020883418.1	WP_025756897.1	WP_025756897.1	WP_014070660.1
4	4	0.927	WP_032641100.1	WP_040017720.1	WP_045286900.1	WP_045286900.1	*
4	4	0.926	WP_032641119.1	WP_040017738.1	WP_045285512.1	WP_045285512.1	*
4	4	0.925	WP_032640345.1	WP_040017417.1	WP_094917455.1	WP_094917455.1	*
4	4	0.923	*	WP_020884724.1	WP_047958233.1	WP_047958233.1	WP_014069699.1
4	4	0.922	*	WP_032681279.1	WP_155030972.1	WP_155030972.1	WP_014069698.1
4	4	0.922	WP_032640349.1	WP_040017413.1	WP_155031134.1	WP_155031134.1	*
4	4	0.922	WP_032641884.1	WP_040018014.1	WP_155031501.1	WP_155031501.1	*
4	4	0.92	WP_032640353.1	WP_040017411.1	WP_095440716.1	WP_095440716.1	*
4	4	0.917	WP_229267722.1	WP_032679672.1	WP_240517192.1	WP_240517192.1	*
4	4	0.916	*	WP_014170602.1	WP_126801097.1	WP_126801097.1	WP_014070656.1
4	4	0.916	WP_032640578.1	WP_040017520.1	WP_155031194.1	WP_155031194.1	*
4	4	0.916	WP_032641493.1	WP_040017921.1	WP_155031439.1	WP_155031439.1	*
4	4	0.914	*	WP_020885327.1	WP_155030649.1	WP_155030649.1	WP_014068725.1
4	4	0.914	WP_032640362.1	WP_040017403.1	WP_155031128.1	WP_155031128.1	*
4	4	0.914	WP_032640364.1	WP_014169944.1	WP_047958511.1	WP_047958511.1	*
4	4	0.911	WP_032640862.1	WP_020884007.1	WP_045285061.1	WP_045285061.1	*
4	4	0.911	WP_032643332.1	*	WP_059384942.1	WP_059384942.1	WP_041162122.1
4	4	0.91	*	WP_020883419.1	WP_047958942.1	WP_047958942.1	WP_014070659.1
4	4	0.908	WP_032640423.1	WP_040017381.1	WP_155031116.1	WP_155031116.1	*
4	4	0.908	WP_032640912.1	WP_040017632.1	WP_155031291.1	WP_155031291.1	*
4	4	0.907	WP_032639967.1	WP_040017299.1	WP_155031062.1	WP_155031062.1	*
4	4	0.906	*	WP_025205011.1	WP_095441174.1	WP_095441174.1	WP_014069068.1
4	4	0.906	*	WP_040016775.1	WP_155030754.1	WP_155030754.1	WP_014069065.1
4	4	0.905	WP_032640851.1	WP_020884014.1	WP_032672600.1	WP_032672600.1	*
4	4	0.905	WP_223605340.1	*	WP_225285379.1	WP_225285379.1	WP_224955222.1
4	4	0.904	WP_032640756.1	*	WP_155031229.1	WP_155031229.1	WP_014070371.1
4	4	0.904	WP_032643379.1	WP_040018839.1	WP_155031700.1	WP_155031700.1	*
4	4	0.902	WP_032640580.1	WP_040017521.1	WP_155031195.1	WP_155031195.1	*
4	4	0.9	WP_032639147.1	WP_040017017.1	WP_059385904.1	WP_059385904.1	*
4	4	0.9	WP_032641267.1	*	WP_155031370.1	WP_155031370.1	WP_014070671.1
4	4	0.9	WP_077064049.1	*	WP_094918320.1	WP_094918320.1	WP_014069701.1
4	4	0.899	*	WP_040018762.1	WP_155031780.1	WP_155031780.1	WP_014071876.1
4	4	0.898	WP_032638809.1	*	WP_094919540.1	WP_094919540.1	WP_041162012.1
4	4	0.896	WP_032638408.1	WP_032681579.1	WP_155030758.1	WP_155030758.1	*
4	4	0.894	*	WP_025206426.1	WP_155030530.1	WP_155030530.1	WP_014068423.1
4	4	0.894	WP_032640360.1	WP_040017405.1	WP_155031129.1	WP_155031129.1	*
4	4	0.892	WP_032640337.1	WP_032681070.1	WP_155031139.1	WP_155031139.1	*
4	4	0.891	*	WP_020884302.1	WP_025758579.1	WP_025758579.1	WP_014070023.1
4	4	0.89	WP_032641442.1	WP_025203799.1	WP_155031398.1	WP_155031398.1	*
4	4	0.889	WP_032643839.1	WP_040018476.1	WP_047957614.1	WP_047957614.1	*
4	4	0.888	WP_032641478.1	WP_040017915.1	WP_155031434.1	WP_155031434.1	*
4	4	0.884	*	WP_040018111.1	WP_155031543.1	WP_155031543.1	WP_014071294.1
4	4	0.884	WP_032640260.1	WP_014169998.1	WP_059386581.1	WP_059386581.1	*
4	4	0.884	WP_032644722.1	*	WP_023299102.1	WP_023299102.1	WP_014068542.1
4	4	0.883	*	WP_032677599.1	WP_155031122.1	WP_155031122.1	WP_014070194.1
4	4	0.883	WP_032641895.1	*	WP_047959132.1	WP_047959132.1	WP_014071071.1
4	4	0.88	WP_077064033.1	WP_167353661.1	WP_167514982.1	WP_167514982.1	*
4	4	0.877	WP_032640366.1	WP_040017400.1	WP_155031127.1	WP_155031127.1	*
4	4	0.876	WP_032643427.1	*	WP_155031282.1	WP_155031282.1	WP_041162054.1
4	4	0.875	WP_004150795.1	WP_020884187.1	WP_004150795.1	WP_004150795.1	*
4	4	0.875	WP_032641098.1	WP_167353662.1	WP_155031332.1	WP_155031332.1	*
4	4	0.871	*	WP_040018631.1	WP_155030694.1	WP_155030694.1	WP_014068913.1
4	4	0.87	*	WP_020882853.1	WP_155030547.1	WP_155030547.1	WP_014068486.1
4	4	0.869	WP_032642548.1	WP_025204380.1	WP_104556262.1	WP_104556262.1	*
4	4	0.867	*	WP_040017771.1	WP_155031366.1	WP_155031366.1	WP_014070658.1
4	4	0.867	WP_032640564.1	WP_040017517.1	WP_155031190.1	WP_155031190.1	*
4	4	0.863	WP_032643377.1	WP_040018840.1	WP_155031699.1	WP_155031699.1	*
4	4	0.859	WP_032641763.1	*	WP_155031484.1	WP_155031484.1	WP_014071011.1
4	4	0.856	WP_032639513.1	*	WP_059385531.1	WP_059385531.1	WP_014069700.1
4	4	0.856	WP_032640773.1	*	WP_059386926.1	WP_059386926.1	WP_014070386.1
4	4	0.851	WP_032640910.1	WP_040017631.1	WP_155031290.1	WP_155031290.1	*
4	4	0.85	*	WP_040018685.1	WP_155030559.1	WP_155030559.1	WP_245551564.1
4	4	0.848	WP_032643382.1	WP_040018838.1	WP_155031702.1	WP_155031702.1	*
4	4	0.847	WP_032640333.1	WP_040017420.1	WP_155031140.1	WP_155031140.1	*
4	4	0.846	WP_014883604.1	WP_223398027.1	WP_224752873.1	WP_224752873.1	*
4	4	0.845	*	WP_014169758.1	WP_155031061.1	WP_155031061.1	WP_014069951.1
4	4	0.843	WP_032640343.1	WP_040017418.1	WP_155031138.1	WP_155031138.1	*
4	4	0.84	*	WP_020884021.1	WP_155031258.1	WP_155031258.1	WP_014070435.1
4	4	0.833	WP_032641474.1	WP_040017852.1	WP_047959004.1	WP_047959004.1	*
4	4	0.832	WP_032642573.1	WP_032681048.1	WP_155031155.1	WP_155031155.1	*
4	4	0.829	WP_032639522.1	*	WP_025755885.1	WP_025755885.1	WP_014063952.1
4	4	0.827	WP_032641170.1	*	WP_155031356.1	WP_155031356.1	WP_014070620.1
4	4	0.826	*	WP_040017766.1	WP_155031364.1	WP_155031364.1	WP_014070650.1
4	4	0.81	WP_023312043.1	*	WP_047958810.1	WP_047958810.1	WP_014070474.1
4	4	0.806	WP_032641707.1	WP_032681797.1	WP_155031476.1	WP_155031476.1	*
4	4	0.801	WP_077064498.1	WP_032681798.1	WP_095450977.1	WP_095450977.1	*
4	4	0.8	*	WP_040018803.1	WP_047352498.1	WP_047352498.1	WP_014072468.1
4	4	0.795	WP_032641102.1	WP_040017721.1	WP_244956301.1	WP_244956301.1	*
4	4	0.793	WP_032642550.1	WP_020884374.1	WP_155031049.1	WP_155031049.1	*
4	4	0.793	WP_032642580.1	WP_040017407.1	WP_032647031.1	WP_032647031.1	*
4	4	0.792	WP_032639909.1	WP_025204381.1	WP_094918978.1	WP_094918978.1	*
4	4	0.785	WP_235007396.1	WP_040017280.1	WP_155031048.1	WP_155031048.1	*
4	4	0.782	WP_032641705.1	WP_040018511.1	WP_155031475.1	WP_155031475.1	*
4	4	0.767	*	WP_040017297.1	WP_155031060.1	WP_155031060.1	WP_041162046.1
4	4	0.765	WP_032639389.1	WP_040017097.1	WP_155030959.1	WP_155030959.1	*
4	4	0.761	*	WP_020883872.1	WP_059386388.1	WP_059386388.1	WP_014071461.1
4	4	0.747	WP_032639911.1	WP_020884376.1	WP_045285299.1	WP_045285299.1	*
4	4	0.734	WP_032639253.1	WP_020884824.1	WP_155030925.1	WP_155030925.1	*
4	4	0.728	WP_032642609.1	WP_040017614.1	WP_047958719.1	WP_047958719.1	*
4	4	0.72	WP_237422961.1	WP_223399080.1	WP_244956302.1	WP_244956302.1	*
4	4	0.719	WP_023294883.1	WP_040019055.1	WP_155031677.1	WP_155031677.1	*
4	4	0.718	WP_032639523.1	*	WP_155030973.1	WP_155030973.1	WP_014063951.1
4	4	0.712	WP_032641473.1	WP_040017851.1	WP_047959003.1	WP_047959003.1	*
4	4	0.707	WP_077064088.1	WP_025204376.1	WP_155031050.1	WP_155031050.1	*
4	4	0.665	WP_032643469.1	WP_020883093.1	WP_045406118.1	WP_045406118.1	*
4	4	0.665	WP_077064071.1	WP_040016980.1	WP_244956320.1	WP_244956320.1	*
4	4	0.646	WP_032640779.1	WP_040018078.1	WP_071994035.1	WP_071994035.1	*
4	4	0.61	*	WP_014168808.1	WP_059385570.1	WP_059385570.1	WP_014069066.1
4	4	0.598	*	WP_014171679.1	WP_032658721.1	WP_032658721.1	WP_032424037.1
4	4	0.596	WP_032642487.1	*	WP_025759522.1	WP_025759522.1	WP_014069212.1
4	4	0.542	WP_045890376.1	WP_044857798.1	WP_238380453.1	WP_238380453.1	*
4	4	0.513	WP_032639915.1	WP_040017281.1	WP_155031051.1	WP_155031051.1	*
4	4	0.49	WP_045890640.1	WP_040018983.1	WP_155031606.1	WP_155031606.1	*
4	4	0.476	WP_229267760.1	WP_040017733.1	WP_244956305.1	WP_244956305.1	*
4	4	0.47	*	WP_025202978.1	WP_155031734.1	WP_155031734.1	WP_041162341.1
4	4	0.466	*	WP_014171677.1	WP_095450176.1	WP_095450176.1	WP_014072465.1
4	4	0.462	*	WP_014169704.1	WP_095440830.1	WP_095440830.1	WP_014070601.1
4	4	0.429	WP_077064472.1	*	WP_095451207.1	WP_095451207.1	WP_014070090.1
4	4	0.428	WP_032642195.1	*	WP_072438991.1	WP_072438991.1	WP_014068712.1
4	4	0.423	*	WP_040018809.1	WP_155031731.1	WP_155031731.1	WP_014072460.1
4	4	0.405	*	WP_040019020.1	WP_155031037.1	WP_155031037.1	WP_014070602.1
4	4	0.381	WP_022649984.1	WP_040017913.1	WP_155031432.1	WP_155031432.1	*
4	4	0.375	*	WP_014171681.1	WP_023209060.1	WP_023209060.1	WP_014072462.1
4	4	0.374	*	WP_032678996.1	WP_155031739.1	WP_155031739.1	WP_014072471.1
4	4	0.356	*	WP_014171680.1	WP_155031733.1	WP_155031733.1	WP_014072463.1
4	4	0.333	*	WP_020883597.1	WP_155031756.1	WP_155031756.1	WP_041162087.1
4	4	0.318	*	WP_040018796.1	WP_155031753.1	WP_155031753.1	WP_014072486.1
4	4	0.317	*	WP_072040321.1	WP_095440520.1	WP_095440520.1	WP_014070082.1
4	4	0.278	WP_032644105.1	*	WP_155030704.1	WP_155030704.1	WP_014071445.1
4	4	0.276	WP_077064422.1	WP_014171838.1	WP_059386312.1	WP_059386312.1	*
4	4	0.269	*	WP_040018798.1	WP_155031744.1	WP_155031744.1	WP_014072475.1
4	4	0.252	*	WP_032678998.1	WP_155031742.1	WP_155031742.1	WP_014072473.1
4	4	0.232	*	WP_014168410.1	WP_155030619.1	WP_155030619.1	WP_014069692.1
4	4	0.214	WP_032644323.1	*	WP_155030726.1	WP_155030726.1	WP_245551554.1
4	4	0.213	WP_077064421.1	WP_040018735.1	WP_155031882.1	WP_155031882.1	*
4	4	0.202	*	WP_040018808.1	WP_155031732.1	WP_155031732.1	WP_014072464.1
4	4	0.195	WP_032642669.1	WP_236918396.1	WP_155031185.1	WP_155031185.1	*
4	4	0.155	WP_077064380.1	WP_040017496.1	WP_155030980.1	WP_155030980.1	*
4	4	0.135	WP_049077549.1	*	WP_155031170.1	WP_155031170.1	WP_041162227.1
4	4	0.119	*	WP_040018395.1	WP_155030512.1	WP_155030512.1	WP_014068357.1
4	4	0.119	WP_012477570.1	*	WP_155030505.1	WP_155030505.1	WP_014070779.1
4	4	0.107	WP_032644411.1	WP_040018387.1	WP_155031452.1	WP_155031452.1	*
3	9	0.551	WP_149067765.1	*	WP_082137897.1,WP_082137922.1,WP_155030552.1,WP_155030752.1	WP_082137897.1,WP_082137922.1,WP_155030552.1,WP_155030752.1	*
3	6	0.44	WP_000197389.1,WP_009652424.1,WP_023303146.1	WP_021571974.1,WP_040018972.1	*	*	WP_014063863.1
3	6	0.307	WP_032641086.1,WP_045890519.1	*	WP_045286936.1,WP_155031930.1	WP_045286936.1,WP_155031930.1	*
3	5	0.178	*	*	WP_155030601.1	WP_155030601.1	WP_014069543.1,WP_014071864.1,WP_245551552.1
3	5	0.104	*	*	WP_155031603.1,WP_155031761.1	WP_155031603.1,WP_155031761.1	WP_014072497.1
3	5	0.101	*	*	WP_155031592.1,WP_155031749.1	WP_155031592.1,WP_155031749.1	WP_014072483.1
3	4	0.398	WP_032640123.1	WP_014170396.1,WP_020882709.1	*	*	WP_041162231.1
3	4	0.33	WP_032639209.1,WP_032641756.1	*	WP_155031354.1	WP_155031354.1	*
3	4	0.301	*	*	WP_059386396.1	WP_059386396.1	WP_014071440.1,WP_014072143.1
3	4	0.242	WP_001084853.1	WP_004114618.1,WP_023308174.1	*	*	WP_014072030.1
3	4	0.159	*	*	WP_155031210.1	WP_155031210.1	WP_014071779.1,WP_245551557.1
3	4	0.143	*	*	WP_155031211.1	WP_155031211.1	WP_014068260.1,WP_014071781.1
3	4	0.128	WP_023336806.1,WP_032642224.1	WP_032680227.1	*	*	WP_014070391.1
3	4	0.113	WP_001581470.1,WP_032642222.1	WP_032680228.1	*	*	WP_014070390.1
3	3	1	*	*	WP_059386317.1	WP_059386317.1	WP_014072390.1
3	3	1	*	WP_025203752.1	WP_155031420.1	WP_155031420.1	*
3	3	1	*	WP_025203780.1	WP_104557483.1	WP_104557483.1	*
3	3	1	*	WP_212743980.1	WP_212743980.1	WP_212743980.1	*
3	3	1	WP_032643913.1	*	WP_155030641.1	WP_155030641.1	*
3	3	1	WP_032643919.1	*	WP_047957675.1	WP_047957675.1	*
3	3	1	WP_077064221.1	WP_040018919.1	*	*	WP_014071522.1
3	3	0.998	*	*	WP_094918884.1	WP_094918884.1	WP_014071533.1
3	3	0.998	*	WP_020884395.1	WP_032672463.1	WP_032672463.1	*
3	3	0.998	*	WP_040018499.1	WP_155030622.1	WP_155030622.1	*
3	3	0.998	*	WP_176399550.1	WP_155031035.1	WP_155031035.1	*
3	3	0.997	*	WP_040017975.1	WP_025759997.1	WP_025759997.1	*
3	3	0.997	WP_032644311.1	WP_032679260.1	*	*	WP_014072396.1
3	3	0.997	WP_077064025.1	WP_020884087.1	*	*	WP_014070334.1
3	3	0.996	*	*	WP_155030633.1	WP_155030633.1	WP_014068706.1
3	3	0.996	*	WP_025203781.1	WP_059385113.1	WP_059385113.1	*
3	3	0.995	*	*	WP_059385282.1	WP_059385282.1	WP_041162053.1
3	3	0.995	*	WP_040016919.1	WP_025756323.1	WP_025756323.1	*
3	3	0.995	WP_032640302.1	WP_020884207.1	*	*	WP_014070183.1
3	3	0.995	WP_032643874.1	WP_014168409.1	*	*	WP_014068695.1
3	3	0.994	*	WP_025203737.1	WP_059385156.1	WP_059385156.1	*
3	3	0.994	*	WP_025203749.1	WP_059385145.1	WP_059385145.1	*
3	3	0.994	*	WP_025205733.1	WP_155030623.1	WP_155030623.1	*
3	3	0.994	*	WP_088202981.1	WP_155030621.1	WP_155030621.1	*
3	3	0.994	WP_032643069.1	WP_020883827.1	*	*	WP_041162277.1
3	3	0.994	WP_045890571.1	WP_040018292.1	*	*	WP_014072368.1
3	3	0.993	*	WP_014169014.1	WP_045286548.1	WP_045286548.1	*
3	3	0.993	*	WP_040017731.1	WP_155031339.1	WP_155031339.1	*
3	3	0.993	*	WP_040018498.1	WP_155030620.1	WP_155030620.1	*
3	3	0.993	WP_032642946.1	*	WP_045286350.1	WP_045286350.1	*
3	3	0.993	WP_032643914.1	*	WP_155030642.1	WP_155030642.1	*
3	3	0.992	*	*	WP_095441283.1	WP_095441283.1	WP_014071508.1
3	3	0.992	*	WP_014168218.1	WP_155030557.1	WP_155030557.1	*
3	3	0.992	*	WP_040017900.1	WP_155031422.1	WP_155031422.1	*
3	3	0.992	WP_032639372.1	*	WP_155031908.1	WP_155031908.1	*
3	3	0.992	WP_032642600.1	WP_040017557.1	*	*	WP_041162067.1
3	3	0.992	WP_032643918.1	*	WP_010427264.1	WP_010427264.1	*
3	3	0.991	*	WP_020885404.1	WP_025759087.1	WP_025759087.1	*
3	3	0.991	*	WP_025203742.1	WP_059385151.1	WP_059385151.1	*
3	3	0.991	*	WP_040017866.1	WP_155031411.1	WP_155031411.1	*
3	3	0.991	WP_032639416.1	WP_014169474.1	*	*	WP_014069674.1
3	3	0.99	*	*	WP_155031244.1	WP_155031244.1	WP_014070405.1
3	3	0.99	*	WP_025203782.1	WP_059385112.1	WP_059385112.1	*
3	3	0.99	*	WP_032670215.1	WP_021242030.1	WP_021242030.1	*
3	3	0.99	*	WP_040017897.1	WP_059385146.1	WP_059385146.1	*
3	3	0.99	*	WP_040017909.1	WP_155031430.1	WP_155031430.1	*
3	3	0.989	*	*	WP_094919133.1	WP_094919133.1	WP_014071041.1
3	3	0.989	*	WP_014171459.1	WP_095441237.1	WP_095441237.1	*
3	3	0.989	*	WP_040017872.1	WP_059385126.1	WP_059385126.1	*
3	3	0.989	WP_032643915.1	*	WP_155030643.1	WP_155030643.1	*
3	3	0.989	WP_032644004.1	WP_014168553.1	*	*	WP_014068821.1
3	3	0.989	WP_077064101.1	WP_040016830.1	*	*	WP_014069235.1
3	3	0.987	*	WP_040017742.1	WP_155031347.1	WP_155031347.1	*
3	3	0.987	WP_032638669.1	WP_040016832.1	*	*	WP_014069237.1
3	3	0.987	WP_032643047.1	WP_020883834.1	*	*	WP_014071520.1
3	3	0.986	*	*	WP_047957746.1	WP_047957746.1	WP_014068883.1
3	3	0.986	*	*	WP_155031704.1	WP_155031704.1	WP_014071733.1
3	3	0.986	*	WP_040017867.1	WP_059385123.1	WP_059385123.1	*
3	3	0.986	*	WP_080271857.1	WP_167514953.1	WP_167514953.1	*
3	3	0.986	WP_032644717.1	WP_023310063.1	*	*	WP_014068536.1
3	3	0.985	*	*	WP_047958925.1	WP_047958925.1	WP_014070621.1
3	3	0.985	*	WP_032680044.1	WP_047957400.1	WP_047957400.1	*
3	3	0.985	*	WP_040017904.1	WP_155031424.1	WP_155031424.1	*
3	3	0.985	*	WP_164724157.1	WP_179958055.1	WP_179958055.1	*
3	3	0.985	WP_154219997.1	*	WP_154219997.1	WP_154219997.1	*
3	3	0.984	*	*	WP_155030632.1	WP_155030632.1	WP_014068705.1
3	3	0.984	*	*	WP_155031705.1	WP_155031705.1	WP_014071735.1
3	3	0.984	*	WP_014171780.1	WP_025756716.1	WP_025756716.1	*
3	3	0.984	WP_032644305.1	WP_020883982.1	*	*	WP_014072402.1
3	3	0.984	WP_032644544.1	WP_014171919.1	*	*	WP_014072075.1
3	3	0.984	WP_063957943.1	WP_020882700.1	*	*	WP_014068330.1
3	3	0.983	*	*	WP_155031491.1	WP_155031491.1	WP_014071040.1
3	3	0.983	*	WP_020884190.1	WP_155031160.1	WP_155031160.1	*
3	3	0.983	WP_032638667.1	WP_040016831.1	*	*	WP_014069236.1
3	3	0.983	WP_032643060.1	WP_040018918.1	*	*	WP_014071526.1
3	3	0.982	*	*	WP_095451809.1	WP_095451809.1	WP_014071736.1
3	3	0.982	*	*	WP_154232896.1	WP_154232896.1	WP_088201834.1
3	3	0.982	WP_032640295.1	WP_040017429.1	*	*	WP_014070185.1
3	3	0.982	WP_032644302.1	WP_040018307.1	*	*	WP_014072404.1
3	3	0.982	WP_077064082.1	WP_040017147.1	*	*	WP_041162038.1
3	3	0.981	*	*	WP_155031856.1	WP_155031856.1	WP_014072258.1
3	3	0.981	*	WP_040017624.1	WP_155031286.1	WP_155031286.1	*
3	3	0.981	WP_032642969.1	WP_014171319.1	*	*	WP_014071475.1
3	3	0.981	WP_032643023.1	WP_040019077.1	*	*	WP_014071503.1
3	3	0.981	WP_032644006.1	WP_040018585.1	*	*	WP_014068823.1
3	3	0.981	WP_032644545.1	WP_014171921.1	*	*	WP_014072077.1
3	3	0.98	WP_032643066.1	WP_040018916.1	*	*	WP_014071529.1
3	3	0.98	WP_032644348.1	WP_014172216.1	*	*	WP_014072366.1
3	3	0.98	WP_032644647.1	WP_025202881.1	*	*	WP_014072059.1
3	3	0.98	WP_032644648.1	WP_040019062.1	*	*	WP_041162138.1
3	3	0.979	WP_032640293.1	WP_020884204.1	*	*	WP_014070186.1
3	3	0.979	WP_032643053.1	WP_014171368.1	*	*	WP_014071523.1
3	3	0.979	WP_032644306.1	WP_040018306.1	*	*	WP_014072401.1
3	3	0.979	WP_032644307.1	WP_014172243.1	*	*	WP_014072400.1
3	3	0.979	WP_077064411.1	WP_014171924.1	*	*	WP_010436323.1
3	3	0.978	*	WP_006177594.1	WP_003861109.1	WP_003861109.1	*
3	3	0.978	WP_032640292.1	WP_014169985.1	*	*	WP_014070187.1
3	3	0.978	WP_032640434.1	WP_040017374.1	*	*	WP_014070154.1
3	3	0.978	WP_032644379.1	WP_040018366.1	*	*	WP_014068320.1
3	3	0.978	WP_032644546.1	WP_020884595.1	*	*	WP_014072078.1
3	3	0.978	WP_077064420.1	WP_040018291.1	*	*	WP_014072367.1
3	3	0.977	*	WP_040017855.1	WP_155031405.1	WP_155031405.1	*
3	3	0.977	WP_032643780.1	WP_040018454.1	*	*	WP_014068604.1
3	3	0.977	WP_032644309.1	WP_040018305.1	*	*	WP_014072398.1
3	3	0.976	*	*	WP_045286653.1	WP_045286653.1	WP_014071734.1
3	3	0.976	WP_032644304.1	WP_020883983.1	*	*	WP_014072403.1
3	3	0.976	WP_032644543.1	WP_040018189.1	*	*	WP_014072074.1
3	3	0.975	*	*	WP_059385283.1	WP_059385283.1	WP_014070048.1
3	3	0.975	WP_032640070.1	WP_020884312.1	*	*	WP_014070008.1
3	3	0.975	WP_032644345.1	WP_040018293.1	*	*	WP_014072369.1
3	3	0.975	WP_032644349.1	WP_020883962.1	*	*	WP_014072365.1
3	3	0.974	WP_032643036.1	WP_040018921.1	*	*	WP_041162276.1
3	3	0.974	WP_032644463.1	WP_020882653.1	*	*	WP_014068407.1
3	3	0.973	*	WP_014167963.1	WP_155030479.1	WP_155030479.1	*
3	3	0.973	WP_032643465.1	WP_025203502.1	*	*	WP_014071238.1
3	3	0.972	WP_032641328.1	WP_040017793.1	*	*	WP_014070704.1
3	3	0.972	WP_032643920.1	*	WP_155030645.1	WP_155030645.1	*
3	3	0.972	WP_032644308.1	WP_014172242.1	*	*	WP_014072399.1
3	3	0.971	WP_032640781.1	*	WP_155031245.1	WP_155031245.1	*
3	3	0.971	WP_032644386.1	WP_040019068.1	*	*	WP_014068326.1
3	3	0.97	WP_032640370.1	*	WP_045284311.1	WP_045284311.1	*
3	3	0.969	WP_008499867.1	*	WP_025755960.1	WP_025755960.1	*
3	3	0.968	WP_032641330.1	WP_040017795.1	*	*	WP_014070705.1
3	3	0.966	*	WP_020885110.1	WP_059386141.1	WP_059386141.1	*
3	3	0.966	WP_032639042.1	WP_020884917.1	*	*	WP_014069449.1
3	3	0.966	WP_032644661.1	WP_014168182.1	*	*	WP_014068479.1
3	3	0.965	*	WP_020885069.1	WP_047958466.1	WP_047958466.1	*
